公司名稱,產業類別,聯絡人,產業描述,電話,資本額,傳真,員工人數,地址,公司網址,官方,地址相同,資本額誤差
幼柏仕文教事業有限公司,其他教育服務業,黃小姐,補習班,06-3350420,500萬元,暫不提供,20人,臺南市北區德東街237號,,,,
吳峻賢婦產科診所,診所,暫不提供,診所,暫不提供,暫不提供,暫不提供,25人,暫不提供,,,,
臺南市私立麥田種子文理短期補習班,補習班,施正智,學校及文教機構,06-3310177,30萬元,06-3314187,20人,臺南市東區裕文路85號1-2樓,,,,
松陽工程顧問有限公司,建築及工程技術服務業,邱小姐,工程顧問設計與監造業務,暫不提供,300萬元,暫不提供,20人,臺南市永康區中山南路646號2樓,,,,
熊貓吉品工作室,其他零售業,暫不提供,其他零售業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
達文西整形外科診所,診所,黃小姐,"整形外科,醫學美容診所",06-2380909,暫不提供,06-2383979,暫不提供,臺南市東區小東路138號2樓,http://www.davinciplasty.com/,,,
銨銨有限公司,化妝品製造業,蔡小姐,化妝品製造業,06-2543131,1500萬元,06-2549191,30人,臺南市永康區中正二街198號,http://www.annanncosmetic.com.tw/,,,
新農科技股份有限公司,其他食品製造業,人資部,食品相關業,暫不提供,6億5000萬元,暫不提供,180人,臺南市官田區官田工業區富強路27號,http://www.shin-agri.com,,,
運通國際有限公司,環境衛生及污染防治服務業,張小姐,家事／清潔服務,06-2007373,暫不提供,06-2099393,暫不提供,臺南市東區裕農路43巷20號,,,,
車旺車業有限公司,汽機車及其零配件用品╱批發業,暫不提供,機車買賣及維修、機車零配件買賣,暫不提供,305萬元,暫不提供,4人,暫不提供,,,,
京旭企業有限公司,精密儀器相關製造業,黃小姐,自動化設備設計,暫不提供,400萬元,06-2308257,10人,臺南市歸仁區民生十二街,http://ginshintech.com/,,,
臺南市私立安琪兒文理短期補習班,補習班,暫不提供,補習班,暫不提供,暫不提供,暫不提供,5人,暫不提供,,,,
立勝農機器材行,機械器具批發業,暫不提供,機械器具批發業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
立成製麵_立成米店,食品什貨批發業,賈先生,食品什貨批發業,06-2616383,100萬元,06-2647070,暫不提供,臺南市南區大成路二段36號1樓,https://www.lechain.com.tw/,,,
謙謙開發建築股份有限公司,其他營造業,洪宇緯,建設業,暫不提供,650萬元,暫不提供,5人,臺南市東區崇善二街11號2樓,,,,
陽光花園科技股份有限公司,光電產業,陳小姐,綠能產業,06-2008298,5000萬元,06-2791179,75人,臺南市仁德區文華路三段428巷168號,http://www.solargarden.com.tw,,,
東錚事業有限公司,家事服務業,張小姐,"家事服務業,",暫不提供,暫不提供,暫不提供,暫不提供,臺南市中西區南美里民生路1段167號3樓,,,,
新光人壽保險股份有限公司_安順通訊處(董仲強),人身保險業,董仲強區經理,人身保險業,06-2258632,666億2500萬元,暫不提供,10592人,臺南市中西區民生路二段307號6樓A室,http://www.skl.com.tw,,,
大韓名鍋韓式料理,餐館業,暫不提供,餐館業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
益訊機電工程行,管線╱管道工程相關業,鄭小姐,管線／管道工程相關業,暫不提供,100萬元,暫不提供,30人,臺南市善化區牛庄131之3號,,,,
協和家醫科診所,診所,暫不提供,診所,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
禾詠科技有限公司,管線／管道工程相關業,暫不提供,管線╱管道工程相關業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
國立成功大學_產學創新總中心,大專校院教育事業,方小姐,大專校院教育事業,暫不提供,暫不提供,暫不提供,40人,臺南市東區大學路一號(自強校區儀設大樓10樓),http://innovation.ncku.edu.tw/p/412-1187-84.php?Lang=zh-tw,,,
富業電子科技有限公司,文教╱育樂用品批發業,葉小姐,遊戲機台製造業,06-2925999,暫不提供,暫不提供,暫不提供,臺南市南區新樂路4號,,,,
式澳國際貿易有限公司,建材／傢俱零售業,毛小姐,家飾品、工藝品、家具及進出口貿易,暫不提供,250萬元,暫不提供,16人,臺南市安平區漁光路55-1號,http://www.moricasa.com,,,
八方雲集崑大店_其亞商行,餐館業,暫不提供,餐廳╱餐館,暫不提供,20萬元,暫不提供,10人,暫不提供,,,,
騰暘科技有限公司,電腦系統整合服務業,暫不提供,電腦系統整合服務業,暫不提供,100萬元,暫不提供,12人,暫不提供,,,,
穎昇事業有限公司,專門設計相關業,蔡小姐,專門設計相關業,暫不提供,50萬元,暫不提供,14人,臺南市麻豆區麻學路一段110號,https://www.facebook.com/時光紙藝-紙紮專賣-105277840878511/,,,
彌敦道九號手作餐飲,餐館業,林小姐,彌燉道九號，台南最具代表性的燉飯義大利麵餐館，以,06-3120686,暫不提供,暫不提供,暫不提供,臺南市永康區中華路280之53號,,,,
金旺角燒臘店,餐館業,暫不提供,餐館業,暫不提供,暫不提供,暫不提供,4人,暫不提供,,,,
OUTDOORMAN_門外漢有限公司,休閒服務業,孫先生,戶外通路品牌,暫不提供,2000萬元,暫不提供,15人,臺南市東區仁和路139巷71弄1號,,,,
深嵐資訊企業社,電腦軟體服務業,王小姐,多媒體業,暫不提供,10萬元,暫不提供,15人,臺南市仁德區文宏路125號,,,,
善本國際有限公司,綜合商品批發代理業,暫不提供,照明設備、LED相關照明設備、自動化控制系統、環境控制系統,暫不提供,900萬元,暫不提供,6人,暫不提供,,,,
臺南市私立典陸文理短期補習班,補習班,蔡先生,補教業,暫不提供,800萬元,暫不提供,25人,臺南市東區裕文路99號,https://www.danlu-education.com/,,,
巨煬股份有限公司,其他電子零組件相關業,吳小姐,其他電子零組件相關業,暫不提供,1000萬元,暫不提供,暫不提供,臺南市永康區小東路689號,,,,
圓石優格飲_晶好國際股份有限公司,飲料店業,陳先生,連鎖飲料加盟業,暫不提供,300萬元,暫不提供,10人,臺南市安平區怡平路129號1樓,https://www.facebook.com/yougurttainan77,,,
京享鐵板燒_京享小吃店,餐館業,暫不提供,餐館業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
總勝企業股份有限公司,不織布業,蔡小姐,不織布製造,暫不提供,5000萬元,暫不提供,40人,臺南市仁德區開發六路15號,http://www.alwayschamp1.com,,,
廖老大台南安平店_雅成茶記,飲料店業,暫不提供,飲料店業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
品王餐飲國際股份有限公司,餐館業,June,餐館業,06-2216728,600萬元,暫不提供,30人,臺南市中西區公園路60號3F（大遠百娛樂城,,,,
彬湟包裝紙器股份有限公司,紙容器製造業,暫不提供,紙容器製造業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
鼎烽精密工業股份有限公司,其他相關製造業,劉小姐,其他相關製造業,暫不提供,暫不提供,暫不提供,暫不提供,臺南市安南區安和路三段190巷59號,,,,
樂禾寢具開發有限公司,其他紡織製品製造業,暫不提供,其他紡織製品製造,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
臺南市刑事警察之友會,其他組織,暫不提供,其他組織,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
德芯中醫診所,診所,暫不提供,診所,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
伍彩企業股份有限公司,建築及工程技術服務業,李小姐,紡織貿易、建設公司,暫不提供,暫不提供,暫不提供,30人,臺南市南區新信路20號,,,,
新達車業行,汽機車及其零配件╱用品零售業,陳先生,電動機車及其零配件╱用品零售業及維修業,06-2002282,暫不提供,暫不提供,30人,臺南市東區中華東路1段188號,,,,
梅瑞實業股份有限公司,綜合商品批發代理業,張小姐,油壓機械,暫不提供,暫不提供,暫不提供,135人,臺南市永康區中正南路306巷41號,,,,
漢達生技醫藥股份有限公司,其他專業╱科學及技術業,暫不提供,其他專業╱科學及技術業,暫不提供,13億145萬元,暫不提供,暫不提供,暫不提供,http://www.handapharma.com.tw,,,
承旺機電工程有限公司,自動控制相關業,陳先生,自動控制相關業,暫不提供,200萬元,暫不提供,25人,臺南市中西區民生路一段167號3樓,,,,
建典精密股份有限公司,其他金屬相關製造業,黃先生,其他金屬相關製造業,06-2538345,1000萬元,06-2542585,35人,臺南市永康區中正南路349巷22號,http://www.gainden.com,,,
帛江科技股份有限公司,其他電子零組件相關業,陳小姐,電子相關製造業,06-3562567,5000萬元,06-3564078,100人,臺南市安南區開安路32巷10號,http://www.bojiang.com.tw,,,
一元眼鏡行,鐘錶╱眼鏡零售業,王小姐,鐘錶╱眼鏡零售業,06-2626656,暫不提供,06-2626656,暫不提供,臺南市南區喜東里明興路730號,,,,
安提阿設計有限公司,室內設計業,劉小姐,室內設計業,06-2090077,暫不提供,06-2096677,暫不提供,臺南市東區育樂街198號,https://antio-design.tw/,,,
敦玉科技有限公司,電子通訊╱電腦週邊零售業,李協理,物聯網監控/電子電路設計/特規精密儀器設計,06-5896618,1000萬元,暫不提供,16人,臺南市新市區南部科學園區中山路180之5號,https://www.dunetek.com.tw/,,,
趙牙醫診所,診所,暫不提供,診所,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
遠東科技大學_運動行銷中心,其他教育服務業,徐小姐,學校及文教機構、服務業,06-5979566,暫不提供,06-5977134,20人,臺南市新市區中華路49號,http://203.68.156.156/tndg/sportscenter/ch/index.php,,,
菩薩蠻電腦科技有限公司,書籍出版業,暫不提供,圖書出版文化事業/印刷設計/多媒體業,暫不提供,800萬元,暫不提供,35人,暫不提供,http://www.pusamam.com/,,,
墨翰設計有限公司,廣告行銷公關業,暫不提供,廣告行銷公關業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,https://www.facebook.com/Design.MoHan,,,
陳怡廷建築師事務所,建築設計業,陳小姐,建築設計業,06-2223219,200萬元,06-2238958,暫不提供,臺南市北區成功路50號8樓之6,http://tw.myblog.yahoo.com/beaver_design,,,
宇堂科技股份有限公司,電子通訊/電腦週邊批發業,蘇小姐,手機百貨、文具、電腦週邊批發業、OEM/ODM及禮贈品訂做,06-2708688,780萬元,06-2796988,20人,臺南市仁德區文華路3段428巷156號,http://www.glitterteam.com.tw/,,,
法希兒國際有限公司,藥品／化妝品及清潔用品批發業,暫不提供,保養品進出口貿易商,暫不提供,50萬元,暫不提供,30人,暫不提供,http://www.fcl.com.tw,,,
良致機械股份有限公司,其他機械製造修配業,暫不提供,機械相關業/鋼鐵機械製造業,暫不提供,5000萬元,暫不提供,25人,暫不提供,,,,
多那之咖啡烘焙坊台南東寧店_華立友有限公司,其他餐飲業,暫不提供,麵包店╱點心烘焙店,暫不提供,10萬元,暫不提供,暫不提供,暫不提供,http://www.donutes.com.tw/,,,
城堡應材股份有限公司,石材製品製造業,陳小姐,非金屬礦物製品製造業,06-5790866,2億3700萬元,06-5792828,35人,臺南市官田區中華路一段323巷6號,http://www.castleapplied.com/,,,
青雲模型企業有限公司,建物裝修及裝潢業,謝小姐,建材傢具裝潢相關業,06-3315373,100萬元,06-3311270,40人,臺南市東區裕義路628號,http://www.chingyun.com.tw,,,
富添工業股份有限公司,其他汽機車相關業,人事,汽機車及自行車相關業,暫不提供,2000萬元,暫不提供,230人,臺南市安南區安通路二段8號,http://www.fortop.com.tw/,,,
傳仕精密機械股份有限公司,專用生產機械製造修配業,黃小姐,機械相關業,06-5818117,7700萬元,06-5819117,60人,臺南市善化區興農路69巷31弄17號,https://transcyko.com/,,,
泉磐企業股份有限公司,鞋類／布類／服飾品批發業,暫不提供,服飾團體服裝製造,暫不提供,暫不提供,暫不提供,63人,暫不提供,https://www.newbuffaloclothes.com/,,,
建瑋玩具工業股份有限公司,玩具相關業,管理部/人資,精密機械加工製造業,06-2798175,2900萬元,暫不提供,暫不提供,臺南市仁德區義林路168巷89號,http://www.kwc.com.tw,,,
聖沐生技有限公司,運動服務業,張小姐,運動服務業,06-2080683,暫不提供,暫不提供,暫不提供,臺南市中西區和緯路四段303號2樓,,,,
新象牙醫診所,診所,暫不提供,診所,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
詠嘉食品有限公司,食品什貨批發業,暫不提供,食品什貨批發業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
私立心遠景文理短期補習班,補習班,劉先生,補習班,06-6376721,暫不提供,暫不提供,10人,臺南市新營區民治路35-2號2樓之1,,,,
台南市直轄市液化氣體燃料商業同業公會,職業團體,潘先生,職業團體,06-2623466,暫不提供,暫不提供,暫不提供,臺南市南區永成路二段536號,,,,
班恩便當_樂樂快餐店,餐館業,暫不提供,餐館業,暫不提供,暫不提供,暫不提供,20人,暫不提供,,,,
禾宇自動化科技有限公司(籌備處),其他機械製造修配業,暫不提供,其他機械製造修配業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
小蘑菇創意食房,餐館業,暫不提供,餐館業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
泓陽科技股份有限公司,光電產業,Peter,雷射光電業,暫不提供,1000萬元,暫不提供,15人,臺南市新市區國際路13號6F-E7,https://www.hongyanglaser.com,,,
雞湯麵店,餐館業,蘇先生,餐館業,06-2519977,暫不提供,暫不提供,3人,臺南市北區小北里西門路4段70巷1號,,,,
浩盟企業股份有限公司,自行車及其零件製造業,李小姐,自行車及其零件製造業,暫不提供,暫不提供,暫不提供,600人,臺南市北區北成路47號,,,,
坤驛工程有限公司,管線／管道工程相關業,王先生,管線╱管道工程相關業,06-2873881,暫不提供,06-2873882,暫不提供,臺南市安南區公學路五段176巷38之1號,,,,
陞創智動科技有限公司,自動控制相關業,暫不提供,自動控制相關業,暫不提供,300萬元,暫不提供,暫不提供,暫不提供,,,,
元隆檢驗股份有限公司,檢測技術服務,暫不提供,檢測技術,暫不提供,暫不提供,暫不提供,13人,暫不提供,,,,
台南市私立長春藤英語會話短期補習班,補習班,許小姐,補教業,06-2210598,500萬元,06-2203443,25人,臺南市中西區西門路二段351號7樓A室,http://www.ivy-tpr.com.tw,,,
